"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2020-09-19","90.3","-2.01","6.13","Mookie Betts",605141,592346,"null","called_strike",,,,,"1","null","R","R","R","COL","LAD","S","null","null",2,0,2020,"-0.12","0.61","-0.64","3.09","null","null","null",0,1,"Top","null","null",,,"460077",,"null",3.648406326286607,-131.67761428592567,-2.982241373913573,-2.133516967287314,24.14426653002197,-24.69178410305117,"3.37","1.45","null","null","null","90.0","2276","5.7",631512,592346,"460077","658069","641658","571448","596115","606132","607680","453568","54.83","null","null","null","null","null","null","null",1,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FF","2020-09-19","90.9","-2.01","6.09","Mookie Betts",605141,592346,"null","ball",,,,,"12","null","R","R","R","COL","LAD","B","null","null",1,0,2020,"0.07","0.61","1.07","2.43","null","null","null",0,1,"Top","null","null",,,"460077",,"null",7.503925582921804,-132.30527672724898,-4.628599262309924,-0.4926500785803592,24.15013980896562,-24.191739137041104,"3.22","1.51","null","null","null","90.8","2196","5.9",631512,592346,"460077","658069","641658","571448","596115","606132","607680","453568","54.63","null","null","null","null","null","null","null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CU","2020-09-19","80.9","-1.84","6.18","Mookie Betts",605141,592346,"null","ball",,,,,"14","null","R","R","R","COL","LAD","B","null","null",0,0,2020,"0.37","-0.30","0.86","0.69","null","null","null",0,1,"Top","null","null",,,"460077",,"null",5.258993960515617,-117.76529407760451,-5.080937153736576,2.6824965311955347,18.804826313593047,-34.352557975706745,"3.37","1.48","null","null","null","80.4","2426","5.6",631512,592346,"460077","658069","641658","571448","596115","606132","607680","453568","54.89","null","null","null","null","null","null","null",1,"1","Curveball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"SI","2020-09-18","93.7","-1.40","6.18","Mookie Betts",605141,622786,"field_out","hit_into_play",,,,,"2","Mookie Betts flies out to right fielder David Dahl.  ","R","R","R","COL","LAD","X",9,"fly_ball",2,2,2020,"-0.91","0.63","0.10","2.74","null",666158,605131,1,9,"Top","165.38","110.30",,,"553869",,"null",5.8495139604715884,-136.58713785006773,-4.663060660206758,-12.637350127131464,23.356935105650017,-23.471257225403846,"3.23","1.53","233","93.9","61","93.9","1999","5.8",631511,622786,"553869","502517","547172","641857","641658","658069","607680","621311","54.68","0.000","0.000","0.00",1,0,0,3,80,"6","Sinker",6,15,15,6,15,6,15,6,"Strategic","Standard"
"CU","2020-09-18","83.9","-1.36","6.24","Mookie Betts",605141,622786,"null","foul",,,,,"14","null","R","R","R","COL","LAD","S","null","null",2,2,2020,"0.37","-0.06","0.39","1.28","null",666158,605131,1,9,"Top","null","null",,,"553869",,"null",3.2778210537694927,-122.23548753044759,-4.96416509550043,3.132806694611665,22.322375784429173,-32.08469864601677,"3.23","1.53","170","81.6","66","83.5","2326","5.8",631511,622786,"553869","502517","547172","641857","641658","658069","607680","621311","54.69","null","null","null","null","null","null","null",80,"5","Curveball",6,15,15,6,15,6,15,6,"Standard","Standard"
"CU","2020-09-18","83.1","-1.32","6.13","Mookie Betts",605141,622786,"null","blocked_ball",,,,,"14","null","R","R","R","COL","LAD","B","null","null",1,2,2020,"0.05","-0.35","0.37","0.06","null",666158,605131,1,9,"Top","null","null",,,"553869",,"null",3.752245794707219,-121.07918039357928,-6.850560556883815,-0.16432364894405696,19.831276184783945,-34.66153440494199,"3.30","1.51","null","null","null","83.2","2265","6.0",631511,622786,"553869","502517","547172","641857","641658","658069","607680","621311","54.55","null","null","null","null","null","null","null",80,"4","Curveball",6,15,15,6,15,6,15,6,"Standard","Standard"
"CU","2020-09-18","82.6","-1.41","6.20","Mookie Betts",605141,622786,"null","foul",,,,,"13","null","R","R","R","COL","LAD","S","null","null",1,1,2020,"0.14","-0.05","-0.88","1.96","null",666158,605131,1,9,"Top","null","null",,,"553869",,"null",0.9207712844585073,-120.47211653663612,-3.183001202480307,1.2388051930865078,18.998472844076296,-32.38464555229172,"3.23","1.53","165","58.9","44","82.7","2452","5.8",631511,622786,"553869","502517","547172","641857","641658","658069","607680","621311","54.67","null","null","null","null","null","null","null",80,"3","Curveball",6,15,15,6,15,6,15,6,"Standard","Standard"
"SI","2020-09-18","94.1","-1.42","6.15","Mookie Betts",605141,622786,"null","foul",,,,,"8","null","R","R","R","COL","LAD","S","null","null",1,0,2020,"-1.17","0.68","0.22","2.01","null",666158,605131,1,9,"Top","null","null",,,"553869",,"null",6.773142123636629,-136.81193830794953,-6.535308645985427,-16.210101713452616,27.212814428802613,-22.45359982800569,"3.23","1.53","165","80.4","72","93.5","2167","5.8",631511,622786,"553869","502517","547172","641857","641658","658069","607680","621311","54.71","null","null","null","null","null","null","null",80,"2","Sinker",6,15,15,6,15,6,15,6,"Standard","Standard"
"SL","2020-09-18","87.9","-1.59","5.89","Mookie Betts",605141,622786,"null","ball",,,,,"14","null","R","R","R","COL","LAD","B","null","null",0,0,2020,"0.02","0.40","2.03","1.46","null",666158,605131,1,9,"Top","null","null",,,"553869",,"null",8.656727852091814,-127.8632542357725,-5.521890164966679,-1.1800571728496638,21.163810605261325,-26.985534709132565,"3.23","1.45","null","null","null","88.0","2285","5.9",631511,622786,"553869","502517","547172","641857","641658","658069","607680","621311","54.58","null","null","null","null","null","null","null",80,"1","Slider",6,15,15,6,15,6,15,6,"Standard","Standard"
"FC","2020-09-18","86.0","-1.77","6.44","Mookie Betts",605141,451584,"triple","hit_into_play_score",,,,,"8","Mookie Betts triples (1) on a line drive to left fielder David Dahl.   Gavin Lux scores.    Austin Barnes scores.  ","R","R","R","COL","LAD","X",7,"line_drive",2,2,2020,"0.33","-0.02","-0.17","1.61",666158,605131,"null",2,7,"Top","78.92","40.32",,,"553869",,"null",3.137881992005724,-125.32005084489158,-5.302817457480104,3.0011732468559824,20.668822120138923,-31.67154968884847,"3.23","1.53","391","96.7","30","86.7","2616","6.3",631511,451584,"553869","658069","641857","571448","596115","621311","607680","453568","54.22","0.486","0.822","1.60",1,1,2,5,65,"8","Cutter",6,12,12,6,12,6,12,6,"Standard","Standard"
"CH","2020-09-18","85.8","-1.80","6.30","Mookie Betts",605141,451584,"null","ball",,,,,"14","null","R","R","R","COL","LAD","B","null","null",1,2,2020,"-0.64","0.86","0.28","-0.67",666158,"null",605131,2,7,"Top","null","null",,,"553869",,"null",6.209844771950152,-124.53964827468344,-12.082699013190844,-7.694483264976442,19.32044292815387,-21.295599305759733,"3.23","1.54","null","null","null","86.7","1897","6.5",631511,451584,"553869","658069","641857","571448","596115","621311","607680","453568","54.00","null","null","null","null","null","null","null",65,"7","Changeup",6,12,12,6,12,6,12,6,"Standard","Standard"
"FF","2020-09-18","92.1","-1.49","6.44","Mookie Betts",605141,451584,"null","ball",,,,,"14","null","R","R","R","COL","LAD","B","null","null",0,2,2020,"-0.10","1.24","1.16","1.52",666158,"null",605131,2,7,"Top","null","null",,,"553869",,"null",6.928483655909583,-133.89986403651338,-9.45644758827376,-2.3148554648556754,22.16576476026216,-15.488439071179323,"3.33","1.63","null","null","null","92.8","2431","6.3",631511,451584,"553869","658069","641857","571448","596115","621311","607680","453568","54.24","null","null","null","null","null","null","null",65,"6","4-Seam Fastball",6,12,12,6,12,6,12,6,"Standard","Standard"
"FC","2020-09-18","85.4","-2.12","6.31","Mookie Betts",605141,451584,"null","foul",,,,,"7","null","R","R","R","COL","LAD","S","null","null",0,2,2020,"0.45","0.15","-0.69","1.79",666158,"null",605131,2,7,"Top","null","null",,,"553869",,"null",2.4842779385577036,-124.55051209180164,-4.793148674861467,4.319704455702017,20.064410033674626,-29.96903215974849,"3.23","1.53","5","63.4","-24","85.9","2584","6.1",631511,451584,"553869","658069","641857","571448","596115","621311","607680","453568","54.44","null","null","null","null","null","null","null",65,"5","Cutter",6,12,12,6,12,6,12,6,"Standard","Standard"
"KC","2020-09-18","80.4","-1.53","6.51","Mookie Betts",605141,451584,"null","foul",,,,,"14","null","R","R","R","COL","LAD","S","null","null",0,2,2020,"0.53","-0.83","0.63","0.79",666158,"null",605131,2,7,"Top","null","null",,,"553869",,"null",3.7905285625961955,-117.07787105373471,-4.494169638471231,4.246393148810937,19.888820364536492,-39.296319220685156,"3.23","1.53","3","34.2","33","80.6","2437","6.1",631511,451584,"553869","658069","641857","571448","596115","621311","607680","453568","54.36","null","null","null","null","null","null","null",65,"4","Knuckle Curve",6,12,12,6,12,6,12,6,"Standard","Standard"
"FC","2020-09-18","85.8","-1.73","6.40","Mookie Betts",605141,451584,"null","foul",,,,,"14","null","R","R","R","COL","LAD","S","null","null",0,2,2020,"0.40","0.22","1.12","1.93",666158,"null",605131,2,7,"Top","null","null",,,"553869",,"null",5.92987577342858,-124.94967724008899,-4.893427737708373,3.2516464548956394,20.039469456507256,-29.155525623308158,"3.23","1.53","185","73.1","63","86.5","2569","6.2",631511,451584,"553869","658069","641857","571448","596115","621311","607680","453568","54.26","null","null","null","null","null","null","null",65,"3","Cutter",6,12,12,6,12,6,12,6,"Standard","Standard"
"FC","2020-09-18","85.9","-1.67","6.39","Mookie Betts",605141,451584,"null","swinging_strike",,,,,"14","null","R","R","R","COL","LAD","S","null","null",0,1,2020,"0.43","0.07","1.14","1.63",666158,"null",605131,2,7,"Top","null","null",,,"553869",,"null",5.780390195844709,-125.17882477374665,-5.30072110694175,3.615729459321796,20.496069648120862,-30.69036580792923,"3.23","1.53","null","null","null","86.4","2502","6.1",631511,451584,"553869","658069","641857","571448","596115","621311","607680","453568","54.37","null","null","null","null","null","null","null",65,"2","Cutter",6,12,12,6,12,6,12,6,"Standard","Strategic"
"FC","2020-09-18","86.0","-1.78","6.37","Mookie Betts",605141,451584,"null","foul_tip",,,,,"14","null","R","R","R","COL","LAD","S","null","null",0,0,2020,"0.31","0.23","0.61","0.98",666158,"null",605131,2,7,"Top","null","null",,,"553869",,"null",5.046152384985307,-125.26125162217676,-7.146876288029991,2.4801740439923345,20.194953000992584,-28.66771466702972,"3.23","1.53","null","null","null","86.7","2517","6.2",631511,451584,"553869","658069","641857","571448","596115","621311","607680","453568","54.27","null","null","null","null","null","null","null",65,"1","Cutter",6,12,12,6,12,6,12,6,"Standard","Strategic"
"FF","2020-09-18","94.2","-1.72","6.23","Mookie Betts",605141,656546,"home_run","hit_into_play_score",,,,,"5","Mookie Betts homers (16) on a fly ball to left center field.  ","R","R","R","COL","LAD","X","null","fly_ball",1,1,2020,"-0.76","1.27","-0.26","2.51","null","null","null",2,6,"Top","55.61","46.99",,,"553869",,"null",5.504947537376419,-137.0647922805737,-6.852035026828173,-10.774882552813915,27.209603971230482,-14.832151444044355,"3.23","1.53","394","102.6","40","94.9","2407","6.5",631511,656546,"553869","658069","641857","571448","596115","621311","607680","453568","54.05","0.314","0.544","2.00",1,0,3,5,49,"3","4-Seam Fastball",3,9,9,3,9,3,9,3,"Standard","Strategic"
"CU","2020-09-18","76.1","-1.73","6.16","Mookie Betts",605141,656546,"null","called_strike",,,,,"6","null","R","R","R","COL","LAD","S","null","null",1,0,2020,"0.64","-0.96","0.68","1.95","null","null","null",2,6,"Top","null","null",,,"553869",,"null",3.926739729115532,-110.89817359856755,-0.12245239548459153,4.687670209942983,18.526165576899384,-40.3227254102259,"3.13","1.40","null","null","null","76.5","2527","6.4",631511,656546,"553869","658069","641857","571448","596115","621311","607680","453568","54.13","null","null","null","null","null","null","null",49,"2","Curveball",3,9,9,3,9,3,9,3,"Standard","Strategic"
"FF","2020-09-18","94.5","-1.77","6.22","Mookie Betts",605141,656546,"null","ball",,,,,"14","null","R","R","R","COL","LAD","B","null","null",0,0,2020,"-0.69","1.14","1.31","0.81","null","null","null",2,6,"Top","null","null",,,"553869",,"null",9.55295091320602,-137.001786113462,-10.972865294692468,-10.545385752055653,25.953722479566828,-15.681409033638882,"3.23","1.51","null","null","null","94.9","2411","6.4",631511,656546,"553869","658069","641857","571448","596115","621311","607680","453568","54.08","null","null","null","null","null","null","null",49,"1","4-Seam Fastball",3,9,9,3,9,3,9,3,"Standard","Strategic"
"FF","2020-09-18","94.4","-1.75","5.25","Mookie Betts",605141,624418,"walk","blocked_ball",,,,,"14","Mookie Betts walks.   Austin Barnes to 2nd.  ","R","R","R","COL","LAD","B","null","null",3,2,2020,"-0.95","0.71","1.84","0.28","null","null",605131,1,5,"Top","null","null",,,"553869",,"null",11.441674677102082,-136.86614557451801,-8.88747261460247,-14.183637475951237,25.244174173273038,-21.49994193465627,"3.23","1.65","null","null","null","95.0","2288","6.5",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.05","null","null","0.70",1,0,0,"null",37,"6","4-Seam Fastball",3,4,4,3,4,3,4,3,"Standard","Standard"
"FF","2020-09-18","93.3","-1.83","5.39","Mookie Betts",605141,624418,"null","ball",,,,,"11","null","R","R","R","COL","LAD","B","null","null",2,2,2020,"-0.89","0.65","-0.89","2.84","null","null",605131,1,5,"Top","null","null",,,"553869",,"null",4.355779202781961,-135.90253040666377,-2.3210437738465477,-11.90934866523826,25.722562457480034,-23.80505976774164,"3.23","1.50","null","null","null","93.9","2270","6.3",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.21","null","null","null","null","null","null","null",37,"5","4-Seam Fastball",3,4,4,3,4,3,4,3,"Standard","Standard"
"SL","2020-09-18","85.6","-1.67","5.26","Mookie Betts",605141,624418,"null","blocked_ball",,,,,"14","null","R","R","R","COL","LAD","B","null","null",1,2,2020,"0.44","-0.17","2.63","-0.37","null","null",605131,1,5,"Top","null","null",,,"553869",,"null",9.266317145940416,-124.34929687197516,-6.679408430200224,2.9030243315482376,22.67427063759316,-32.90641784516508,"3.23","1.57","null","null","null","85.8","2456","6.3",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.17","null","null","null","null","null","null","null",37,"4","Slider",3,4,4,3,4,3,4,3,"Standard","Standard"
"CU","2020-09-18","80.4","-1.80","5.32","Mookie Betts",605141,624418,"null","foul",,,,,"14","null","R","R","R","COL","LAD","S","null","null",1,1,2020,"0.71","-0.43","0.14","1.18","null","null",605131,1,5,"Top","null","null",,,"553869",,"null",2.960287661941529,-117.18759772545519,-1.7991202822232168,6.118626630168631,18.787704156393026,-36.08728306396527,"3.23","1.53","9","83.9","-11","80.8","2370","6.2",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.34","null","null","null","null","null","null","null",37,"3","Curveball",3,4,4,3,4,3,4,3,"Standard","Strategic"
"CH","2020-09-18","84.7","-1.67","5.54","Mookie Betts",605141,624418,"null","blocked_ball",,,,,"14","null","R","R","R","COL","LAD","B","null","null",0,1,2020,"-0.98","0.20","1.49","-0.59","null","null",605131,1,5,"Top","null","null",,,"553869",,"null",9.294629650678006,-122.9705033764258,-8.381261549184732,-11.610641182958128,21.196116131326306,-28.809543997513135,"3.29","1.58","null","null","null","84.8","1563","6.2",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.31","null","null","null","null","null","null","null",37,"2","Changeup",3,4,4,3,4,3,4,3,"Standard","Strategic"
"FF","2020-09-18","91.4","-1.81","5.32","Mookie Betts",605141,624418,"null","foul",,,,,"9","null","R","R","R","COL","LAD","S","null","null",0,0,2020,"-0.90","0.91","0.62","1.52","null","null",605131,1,5,"Top","null","null",,,"553869",,"null",8.072087251871716,-132.9680572930789,-5.745273186428017,-12.239472406514949,24.678602222878506,-20.383842950433216,"3.23","1.53","199","69.9","53","92.2","2276","6.5",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.02","null","null","null","null","null","null","null",37,"1","4-Seam Fastball",3,4,4,3,4,3,4,3,"Standard","Strategic"
"FF","2020-09-18","92.1","-1.92","5.20","Mookie Betts",605141,624418,"grounded_into_double_play","hit_into_play",,,,,"9","Mookie Betts grounds into a double play, shortstop Trevor Story to second baseman Ryan McMahon to first baseman Josh Fuentes.   Austin Barnes out at 2nd.    Mookie Betts out at 1st.  ","R","R","R","COL","LAD","X",6,"ground_ball",2,1,2020,"-0.91","0.94","0.45","2.05","null","null",605131,1,2,"Top","115.01","144.85",,,"553869",,"null",7.97599349387361,-133.96492117858458,-4.2789094147581865,-12.517241443867348,25.395705684487616,-20.08060096328797,"3.23","1.53","27","104.9","-4","92.7","2280","6.4",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.13","0.350","0.315","0.00",1,0,0,2,14,"4","4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Strategic"
"FF","2020-09-18","92.6","-1.68","5.24","Mookie Betts",605141,624418,"null","ball",,,,,"14","null","R","R","R","COL","LAD","B","null","null",1,1,2020,"-0.71","1.07","1.03","1.00","null","null",605131,1,2,"Top","null","null",,,"553869",,"null",8.478722513094901,-134.6576132412045,-7.466352753656739,-10.2823707580493,24.159361079245112,-17.712123792188873,"3.18","1.51","null","null","null","93.5","2272","6.5",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.01","null","null","null","null","null","null","null",14,"3","4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Strategic"
"FF","2020-09-18","92.6","-1.86","5.28","Mookie Betts",605141,624418,"null","ball",,,,,"11","null","R","R","R","COL","LAD","B","null","null",0,1,2020,"-0.71","0.89","-0.68","3.36","null","null",605131,1,2,"Top","null","null",,,"553869",,"null",4.563197314239703,-134.97761023156693,-1.1643123149577308,-9.646236962205538,24.365909404700123,-21.093721897134607,"3.23","1.53","null","null","null","93.5","2241","6.3",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.15","null","null","null","null","null","null","null",14,"2","4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Strategic"
"SL","2020-09-18","85.0","-1.78","5.36","Mookie Betts",605141,624418,"null","foul",,,,,"9","null","R","R","R","COL","LAD","S","null","null",0,0,2020,"0.42","0.19","0.28","1.67","null","null",605131,1,2,"Top","null","null",,,"553869",,"null",3.992684233697613,-123.89457564382393,-2.8360187691338283,3.7434475202387096,20.7019635484299,-29.90182719263118,"3.23","1.53","null","null","null","85.9","2479","6.4",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.12","null","null","null","null","null","null","null",14,"1","Slider",0,4,4,0,4,0,4,0,"Standard","Strategic"
"CU","2020-09-18","80.8","-1.83","5.40","Mookie Betts",605141,624418,"field_out","hit_into_play",,,,,"9","Mookie Betts grounds out, third baseman Nolan Arenado to first baseman Josh Fuentes.  ","R","R","R","COL","LAD","X",5,"ground_ball",2,1,2020,"0.70","-0.68","0.38","1.99","null","null","null",0,1,"Top","98.98","173.91",,,"553869",,"null",3.5759764518879944,-117.75194182677932,0.24850225003880833,5.982659755118901,19.460773166458715,-38.83079429943758,"3.23","1.53","3","80.0","-45","80.9","2446","6.0",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.50","0.114","0.103","0.00",1,0,0,2,1,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FF","2020-09-18","92.8","-1.86","5.31","Mookie Betts",605141,624418,"null","ball",,,,,"3","null","R","R","R","COL","LAD","B","null","null",1,1,2020,"-0.68","0.98","0.66","3.32","null","null","null",0,1,"Top","null","null",,,"553869",,"null",7.890814445929807,-135.04364288145214,-1.5290825391011869,-9.879323808817107,25.702718628339383,-19.917533509741194,"3.36","1.60","null","null","null","92.9","2365","6.0",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.45","null","null","null","null","null","null","null",1,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FF","2020-09-18","91.2","-1.83","5.32","Mookie Betts",605141,624418,"null","ball",,,,,"13","null","R","R","R","COL","LAD","B","null","null",0,1,2020,"-0.96","0.88","-1.26","2.10","null","null","null",0,1,"Top","null","null",,,"553869",,"null",3.4979374741890696,-132.95186006433596,-4.19651007617787,-12.115320162745933,24.96880712933171,-21.005611332699072,"3.36","1.62","null","null","null","91.6","2338","6.2",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.34","null","null","null","null","null","null","null",1,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FF","2020-09-18","90.0","-1.72","5.31","Mookie Betts",605141,624418,"null","foul_tip",,,,,"8","null","R","R","R","COL","LAD","S","null","null",0,0,2020,"-0.86","0.86","-0.12","1.82","null","null","null",0,1,"Top","null","null",,,"553869",,"null",5.751779887678935,-130.9990406199399,-4.554042845821421,-11.095247116883648,24.871752573536593,-21.53429659053169,"3.23","1.53","null","null","null","89.8","2246","5.9",631511,624418,"553869","658069","641857","571448","596115","621311","607680","453568","54.55","null","null","null","null","null","null","null",1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic"
"CH","2020-09-17","86.1","-1.53","6.34","Mookie Betts",605141,451584,"field_out","hit_into_play",,,,,"6","Mookie Betts lines out sharply to left fielder Raimel Tapia.  ","R","R","R","COL","LAD","X",7,"line_drive",3,2,2020,"-0.55","1.06","0.57","2.27","null","null","null",0,8,"Top","64.43","70.48",,,"553869",,"null",6.133052668879476,-125.28931715350362,-5.717464870617483,-6.898069919065643,20.068788172507848,-20.030788509075588,"3.23","1.53","337","103.1","18","87.0","1804","6.4",631510,451584,"553869","658069","641857","571448","596115","606132","607680","453568","54.07","0.543","0.574","0.00",1,0,0,5,64,"9","Changeup",2,9,9,2,9,2,9,2,"Standard","Standard"
"FF","2020-09-17","91.3","-1.58","6.49","Mookie Betts",605141,451584,"null","foul",,,,,"5","null","R","R","R","COL","LAD","S","null","null",3,2,2020,"0.00","1.33","0.04","2.25","null","null","null",0,8,"Top","null","null",,,"553869",,"null",4.063193667151246,-132.90545332460667,-7.744788287058173,-0.7229620464045584,22.49830751769946,-14.960807379631778,"3.23","1.53","null","null","null","92.0","2293","6.2",631510,451584,"553869","658069","641857","571448","596115","606132","607680","453568","54.30","null","null","null","null","null","null","null",64,"8","4-Seam Fastball",2,9,9,2,9,2,9,2,"Standard","Standard"
"FC","2020-09-17","88.7","-1.61","6.45","Mookie Betts",605141,451584,"null","foul",,,,,"9","null","R","R","R","COL","LAD","S","null","null",3,2,2020,"0.60","0.38","0.79","1.77","null","null","null",0,8,"Top","null","null",,,"553869",,"null",4.626912338795364,-129.27041321902337,-6.30207140686638,6.0387840775886,21.233662740883823,-27.004942642599264,"3.23","1.53","205","70.2","50","89.5","2753","6.2",631510,451584,"553869","658069","641857","571448","596115","606132","607680","453568","54.29","null","null","null","null","null","null","null",64,"7","Cutter",2,9,9,2,9,2,9,2,"Standard","Standard"
"FC","2020-09-17","88.6","-1.48","6.56","Mookie Betts",605141,451584,"null","foul",,,,,"13","null","R","R","R","COL","LAD","S","null","null",3,2,2020,"0.64","0.51","-0.08","1.16","null","null","null",0,8,"Top","null","null",,,"553869",,"null",2.079926996383812,-128.9581307539352,-8.23724780541814,6.888501979397364,22.77809204311197,-25.17390397087299,"3.23","1.53","2","63.2","-24","88.8","2779","6.1",631510,451584,"553869","658069","641857","571448","596115","606132","607680","453568","54.42","null","null","null","null","null","null","null",64,"6","Cutter",2,9,9,2,9,2,9,2,"Standard","Standard"
"FF","2020-09-17","92.7","-1.68","6.38","Mookie Betts",605141,451584,"null","ball",,,,,"13","null","R","R","R","COL","LAD","B","null","null",2,2,2020,"-0.19","1.55","-0.39","1.38","null","null","null",0,8,"Top","null","null",,,"553869",,"null",3.7362522956836908,-134.76932737279134,-10.401304518760686,-3.095087645357129,25.874643159410763,-11.318859275906721,"3.38","1.59","null","null","null","93.1","2645","6.3",631510,451584,"553869","658069","641857","571448","596115","606132","607680","453568","54.19","null","null","null","null","null","null","null",64,"5","4-Seam Fastball",2,9,9,2,9,2,9,2,"Standard","Standard"
"KC","2020-09-17","81.3","-1.54","6.50","Mookie Betts",605141,451584,"null","ball",,,,,"13","null","R","R","R","COL","LAD","B","null","null",1,2,2020,"0.68","-0.64","-0.71","0.44","null","null","null",0,8,"Top","null","null",,,"553869",,"null",0.5691374060316456,-118.56989759174765,-5.894655312320963,6.383825341863726,18.63595261542098,-37.555672800999844,"3.33","1.63","null","null","null","81.9","2449","6.2",631510,451584,"553869","658069","641857","571448","596115","606132","607680","453568","54.35","null","null","null","null","null","null","null",64,"4","Knuckle Curve",2,9,9,2,9,2,9,2,"Standard","Standard"
"FC","2020-09-17","88.3","-1.41","6.57","Mookie Betts",605141,451584,"null","called_strike",,,,,"2","null","R","R","R","COL","LAD","S","null","null",1,1,2020,"0.49","0.28","0.26","2.79","null","null","null",0,8,"Top","null","null",,,"553869",,"null",3.033407478240172,-128.7308446329988,-3.8223838128967498,5.070441605943137,21.05428167323113,-28.552559023549264,"3.32","1.58","null","null","null","88.8","2664","6.0",631510,451584,"553869","658069","641857","571448","596115","606132","607680","453568","54.46","null","null","null","null","null","null","null",64,"3","Cutter",2,9,9,2,9,2,9,2,"Standard","Strategic"
"KC","2020-09-17","80.3","-1.53","6.46","Mookie Betts",605141,451584,"null","called_strike",,,,,"5","null","R","R","R","COL","LAD","S","null","null",1,0,2020,"0.52","-0.51","-0.09","2.52","null","null","null",0,8,"Top","null","null",,,"553869",,"null",2.199544158079852,-117.24017907835407,-1.2735607211108504,4.616436722461151,16.672328841027184,-36.930125758967726,"3.25","1.54","null","null","null","81.3","2311","6.3",631510,451584,"553869","658069","641857","571448","596115","606132","607680","453568","54.23","null","null","null","null","null","null","null",64,"2","Knuckle Curve",2,9,9,2,9,2,9,2,"Standard","Strategic"
"FF","2020-09-17","93.4","-1.52","6.55","Mookie Betts",605141,451584,"null","ball",,,,,"1","null","R","R","R","COL","LAD","B","null","null",0,0,2020,"-0.34","1.39","-0.79","3.26","null","null","null",0,8,"Top","null","null",,,"553869",,"null",2.642502317882071,-136.14252806611276,-5.885748346962162,-4.7731894866269595,24.739992030775753,-13.704690424613723,"3.28","1.54","null","null","null","94.1","2562","6.2",631510,451584,"553869","658069","641857","571448","596115","606132","607680","453568","54.28","null","null","null","null","null","null","null",64,"1","4-Seam Fastball",2,9,9,2,9,2,9,2,"Standard","Strategic"
"SL","2020-09-17","89.1","-2.41","5.83","Mookie Betts",605141,608032,"single","hit_into_play_score",,,,,"14","Mookie Betts singles on a line drive to center fielder Kevin Pillar.   Enrique Hernandez scores.    Edwin Rios to 3rd.  ","R","R","R","COL","LAD","X",8,"line_drive",0,1,2020,"0.38","0.07","0.96","2.07","null",571771,621458,1,7,"Top","109.75","81.07",,,"547172",,"null",7.49413990282127,-129.72296569472022,-3.4178054553302015,2.898368679424405,24.126493117821404,-30.95808365150508,"3.23","1.53","198","81.1","14","89.4","2342","6.2",631510,608032,"547172","658069","641658","571448","596115","606132","607680","453568","54.29","0.807","0.726","0.90",1,1,0,4,50,"2","Slider",2,2,2,2,2,2,2,2,"Standard","Standard"
